SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Jun 02 14:52:29 CEST 2017
User: INFO_000
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4H00879
Integration Time (usec): 80000 (USB4H00879)
Spectra Averaged: 1 (USB4H00879)
Boxcar Smoothing: 0 (USB4H00879)
Correct for Electrical Dark: No (USB4H00879)
Strobe/Lamp Enabled: No (USB4H00879)
Correct for Detector Non-linearity: No (USB4H00879)
Correct for Stray Light: No (USB4H00879)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345.13	1300.46
345.34	1300.46
345.56	1300.46
345.78	1245.16
345.99	1261.55
346.21	1662.95
346.42	1699.81
346.64	1667.05
346.86	1826.79
347.07	1693.67
347.29	1720.29
347.50	1601.51
347.72	1667.05
347.94	1789.92
348.15	1521.64
348.37	1636.33
348.59	1712.10
348.80	1667.05
349.02	1767.40
349.23	1877.99
349.45	1763.30
349.67	1937.38
349.88	1789.92
350.10	2029.54
350.31	1847.27
350.53	1814.50
350.75	2025.44
350.96	1757.16
351.18	1855.46
351.39	1861.60
351.61	1863.65
351.82	1927.14
352.04	1912.80
352.26	1839.08
352.47	1853.41
352.69	1949.67
352.90	1820.64
353.12	1867.75
353.34	1888.23
353.55	1943.52
353.77	1888.23
353.98	1851.36
354.20	1832.93
354.41	1935.33
354.63	1961.95
354.85	1986.53
355.06	1978.34
355.28	1828.84
355.49	1916.90
355.71	1920.99
355.92	1798.12
356.14	1863.65
356.35	1812.45
356.57	1871.84
356.79	1888.23
357.00	1855.46
357.22	1957.86
357.43	1845.22
357.65	2011.11
357.86	1869.80
358.08	1949.67
358.29	1888.23
358.51	1927.14
358.72	1935.33
358.94	2037.73
359.16	1937.38
359.37	1929.19
359.59	1896.42
359.80	1986.53
360.02	1986.53
360.23	1974.24
360.45	1964.00
360.66	1931.23
360.88	1841.12
361.09	1875.94
361.31	1961.95
361.52	1970.15
361.74	2088.93
361.95	2093.02
362.17	1941.47
362.38	2093.02
362.60	2019.30
362.81	1996.77
363.03	1912.80
363.24	1945.57
363.46	2107.36
363.67	2062.30
363.89	1933.28
364.10	1976.29
364.32	1945.57
364.53	2035.68
364.75	1939.43
364.96	2047.97
365.18	2019.30
365.39	2035.68
365.61	1957.86
365.82	2097.12
366.04	2121.70
366.25	2007.01
366.47	2097.12
366.68	2000.87
366.90	1953.76
367.11	2111.46
367.33	2072.54
367.54	2041.82
367.76	2015.20
367.97	2197.47
368.19	2113.50
368.40	1966.05
368.62	1941.47
368.83	1996.77
369.05	2031.58
369.26	2035.68
369.48	2015.20
369.69	1996.77
369.91	2131.94
370.12	1996.77
370.33	2070.50
370.55	1974.24
370.76	2033.63
370.98	2179.04
371.19	2088.93
371.41	2037.73
371.62	2097.12
371.84	2113.50
372.05	2191.33
372.27	2058.21
372.48	2070.50
372.69	2095.07
372.91	2189.28
373.12	2154.46
373.34	2080.74
373.55	2183.13
373.77	2207.71
373.98	2095.07
374.20	2109.41
374.41	2228.19
374.62	2160.61
374.84	2138.08
375.05	2176.99
375.27	2174.94
375.48	2213.85
375.70	2168.80
375.91	2228.19
376.12	2338.78
376.34	2166.75
376.55	2209.76
376.77	2260.96
376.98	2123.74
377.19	2086.88
377.41	2133.98
377.62	2207.71
377.84	2273.25
378.05	2238.43
378.27	2205.66
378.48	2310.11
378.69	2367.45
378.91	2301.92
379.12	2220.00
379.34	2203.61
379.55	2349.02
379.76	2265.05
379.98	2269.15
380.19	2279.39
380.41	2183.13
380.62	2215.90
380.83	2258.91
381.05	2207.71
381.26	2349.02
381.47	2236.38
381.69	2254.81
381.90	2424.80
382.12	2293.72
382.33	2310.11
382.54	2322.40
382.76	2289.63
382.97	2363.36
383.19	2285.53
383.40	2412.51
383.61	2265.05
383.83	2250.72
384.04	2330.59
384.25	2344.92
384.47	2469.85
384.68	2336.73
384.89	2312.16
385.11	2295.77
385.32	2322.40
385.54	2263.01
385.75	2371.55
385.96	2410.46
386.18	2375.64
386.39	2410.46
386.60	2359.26
386.82	2447.32
387.03	2449.37
387.24	2502.62
387.46	2449.37
387.67	2529.24
387.88	2512.86
388.10	2521.05
388.31	2361.31
388.52	2510.81
388.74	2562.01
388.95	2502.62
389.16	2535.39
389.38	2412.51
389.59	2623.45
389.80	2594.78
390.02	2498.52
390.23	2621.40
390.44	2551.77
390.66	2641.88
390.87	2478.04
391.08	2494.43
391.30	2748.37
391.51	2652.12
391.72	2701.27
391.94	2635.74
392.15	2676.70
392.36	2512.86
392.58	2547.67
392.79	2559.96
393.00	2660.31
393.22	2738.13
393.43	2752.47
393.64	2828.24
393.85	2772.95
394.07	2637.78
394.28	2682.84
394.49	2686.94
394.71	2641.88
394.92	2869.20
395.13	2723.80
395.35	2691.03
395.56	2723.80
395.77	2742.23
395.98	2873.30
396.20	2922.45
396.41	2777.05
396.62	2863.06
396.84	2822.10
397.05	2721.75
397.26	2803.67
397.47	3051.47
397.69	2824.15
397.90	3114.96
398.11	2910.16
398.32	2897.88
398.54	2906.07
398.75	2940.88
398.96	2973.65
399.18	3125.20
399.39	2981.84
399.60	2965.46
399.81	2951.12
400.03	2906.07
400.24	3317.71
400.45	3024.85
400.66	3067.86
400.88	2977.75
401.09	3096.53
401.30	3012.56
401.51	3176.40
401.73	3051.47
401.94	3133.39
402.15	3166.16
402.36	3112.91
402.58	3174.35
