SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Jun 02 14:57:18 CEST 2017
User: INFO_000
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4H00879
Integration Time (usec): 80000 (USB4H00879)
Spectra Averaged: 1 (USB4H00879)
Boxcar Smoothing: 0 (USB4H00879)
Correct for Electrical Dark: No (USB4H00879)
Strobe/Lamp Enabled: No (USB4H00879)
Correct for Detector Non-linearity: No (USB4H00879)
Correct for Stray Light: No (USB4H00879)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345.13	1306.60
345.34	1306.60
345.56	1306.60
345.78	1329.13
345.99	1345.52
346.21	1701.86
346.42	1740.77
346.64	1624.04
346.86	1779.68
347.07	1621.99
347.29	1742.82
347.50	1691.62
347.72	1695.72
347.94	1742.82
348.15	1617.90
348.37	1648.61
348.59	1701.86
348.80	1617.90
349.02	1728.49
349.23	1869.80
349.45	1892.32
349.67	1943.52
349.88	1834.98
350.10	1974.24
350.31	1867.75
350.53	1886.18
350.75	2017.25
350.96	1787.88
351.18	1871.84
351.39	1806.31
351.61	1789.92
351.82	1904.61
352.04	1896.42
352.26	1830.88
352.47	1841.12
352.69	1875.94
352.90	1789.92
353.12	1871.84
353.34	1886.18
353.55	1990.63
353.77	1888.23
353.98	1837.03
354.20	1812.45
354.41	1869.80
354.63	1896.42
354.85	2045.92
355.06	1863.65
355.28	1859.56
355.49	1851.36
355.71	1849.32
355.92	1794.02
356.14	1996.77
356.35	1847.27
356.57	1832.93
356.79	1974.24
357.00	1830.88
357.22	1990.63
357.43	1890.28
357.65	1996.77
357.86	1839.08
358.08	1898.47
358.29	1978.34
358.51	1931.23
358.72	2035.68
358.94	1912.80
359.16	1916.90
359.37	1966.05
359.59	1877.99
359.80	2007.01
360.02	1978.34
360.23	1927.14
360.45	2086.88
360.66	1961.95
360.88	1892.32
361.09	1939.43
361.31	1984.48
361.52	1937.38
361.74	2060.26
361.95	2115.55
362.17	1908.71
362.38	1988.58
362.60	2043.87
362.81	1990.63
363.03	1943.52
363.24	1996.77
363.46	2058.21
363.67	2013.15
363.89	2050.02
364.10	2047.97
364.32	1974.24
364.53	2068.45
364.75	1929.19
364.96	2004.96
365.18	2023.39
365.39	2047.97
365.61	1978.34
365.82	2121.70
366.04	1972.19
366.25	1923.04
366.47	2004.96
366.68	2050.02
366.90	1992.67
367.11	2103.26
367.33	2152.42
367.54	2058.21
367.76	1990.63
367.97	2101.22
368.19	1996.77
368.40	2093.02
368.62	1970.15
368.83	1994.72
369.05	2021.35
369.26	2080.74
369.48	2011.11
369.69	1978.34
369.91	2047.97
370.12	1978.34
370.33	2111.46
370.55	1964.00
370.76	2035.68
370.98	2148.32
371.19	2013.15
371.41	2068.45
371.62	2125.79
371.84	1941.47
372.05	2248.67
372.27	2170.85
372.48	2086.88
372.69	2099.17
372.91	2203.61
373.12	2109.41
373.34	2070.50
373.55	2111.46
373.77	2131.94
373.98	2105.31
374.20	2228.19
374.41	2166.75
374.62	2217.95
374.84	2246.62
375.05	2136.03
375.27	2136.03
375.48	2246.62
375.70	2115.55
375.91	2211.81
376.12	2211.81
