SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Jun 13 12:02:25 CEST 2017
User: INFO_000
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4H00879
Integration Time (usec): 30000 (USB4H00879)
Spectra Averaged: 1 (USB4H00879)
Boxcar Smoothing: 0 (USB4H00879)
Correct for Electrical Dark: No (USB4H00879)
Strobe/Lamp Enabled: No (USB4H00879)
Correct for Detector Non-linearity: No (USB4H00879)
Correct for Stray Light: No (USB4H00879)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345.13	1318.89
345.34	1318.89
345.56	1318.89
345.78	1308.65
345.99	1333.23
346.21	1544.17
346.42	1533.93
346.64	1538.02
346.86	1550.31
347.07	1488.87
347.29	1490.92
347.50	1495.02
347.72	1476.59
347.94	1478.63
348.15	1460.20
348.37	1513.45
348.59	1544.17
348.80	1519.59
349.02	1615.85
349.23	1593.32
349.45	1667.05
349.67	1656.81
349.88	1632.23
350.10	1652.71
350.31	1585.13
350.53	1609.70
350.75	1681.38
350.96	1648.61
351.18	1624.04
351.39	1646.57
351.61	1546.22
351.82	1714.15
352.04	1730.53
352.26	1669.09
352.47	1556.46
352.69	1621.99
352.90	1609.70
353.12	1609.70
353.34	1607.66
353.55	1589.22
353.77	1617.90
353.98	1601.51
354.20	1576.94
354.41	1615.85
354.63	1667.05
354.85	1687.53
355.06	1699.81
355.28	1593.32
355.49	1613.80
355.71	1595.37
355.92	1648.61
356.14	1685.48
356.35	1609.70
356.57	1585.13
356.79	1660.90
357.00	1656.81
357.22	1626.09
357.43	1656.81
357.65	1640.42
357.86	1699.81
358.08	1636.33
358.29	1624.04
358.51	1728.49
358.72	1646.57
358.94	1619.94
359.16	1650.66
359.37	1609.70
359.59	1593.32
359.80	1656.81
360.02	1658.85
360.23	1626.09
360.45	1658.85
360.66	1761.25
360.88	1640.42
361.09	1724.39
361.31	1738.73
361.52	1595.37
361.74	1722.34
361.95	1753.06
362.17	1669.09
362.38	1710.05
362.60	1763.30
362.81	1644.52
363.03	1675.24
363.24	1671.14
363.46	1685.48
363.67	1665.00
363.89	1716.20
364.10	1675.24
364.32	1681.38
364.53	1695.72
364.75	1558.50
364.96	1732.58
365.18	1656.81
365.39	1665.00
365.61	1673.19
365.82	1705.96
366.04	1710.05
366.25	1693.67
366.47	1597.42
366.68	1683.43
366.90	1660.90
367.11	1742.82
367.33	1710.05
367.54	1744.87
367.76	1683.43
367.97	1685.48
368.19	1755.11
368.40	1689.57
368.62	1705.96
368.83	1716.20
369.05	1730.53
369.26	1751.01
369.48	1701.86
369.69	1650.66
369.91	1638.38
370.12	1679.33
370.33	1744.87
370.55	1634.28
370.76	1695.72
370.98	1751.01
371.19	1753.06
371.41	1697.77
371.62	1796.07
371.84	1679.33
372.05	1699.81
372.27	1775.59
372.48	1777.64
372.69	1761.25
372.91	1757.16
373.12	1812.45
373.34	1753.06
373.55	1728.49
373.77	1734.63
373.98	1751.01
374.20	1822.69
374.41	1832.93
374.62	1738.73
374.84	1742.82
375.05	1794.02
375.27	1822.69
375.48	1773.54
375.70	1857.51
375.91	1880.04
376.12	1945.57
376.34	1791.97
376.55	1785.83
376.77	1806.31
376.98	1814.50
377.19	1746.92
377.41	1820.64
377.62	1834.98
377.84	1818.60
378.05	1880.04
378.27	1871.84
378.48	1980.39
378.69	1923.04
378.91	1853.41
379.12	1800.16
379.34	1826.79
379.55	1816.55
379.76	1918.95
379.98	1873.89
380.19	1888.23
380.41	1908.71
380.62	1914.85
380.83	1875.94
381.05	1830.88
381.26	1978.34
381.47	1849.32
